processes,throughput_jps,cold_start_ms,avg_cpu_s,avg_rss_mb,p50_lat,p90_lat,p99_lat,duration
1,126.55,5803,56.65,196.83,33.991,57.241,62.193,79.017296
2,236.11,5817,101.52,370.74,15.57,23.686,25.537,42.354008
4,441.83,5779,168.60,715.23,5.0,5.254,5.369,22.633353
8,409.38,1067,286.18,1439.10,0.609,1.413,1.897,24.427112
16,490.94,6259,496.74,2822.71,1.05,3.858,4.657,20.368934
