processes,throughput_jps,cold_start_ms,avg_cpu_s,avg_rss_mb,p50_lat,p90_lat,p99_lat,duration
1,172.63,860,84.74,227.78,15.13,28.362,31.461,57.928237
2,322.98,860,160.78,443.09,1.678,3.2,3.506,30.961549
4,360.33,868,165.85,1017.51,0.012,0.039,0.059,27.752566
8,357.37,875,175.76,2093.08,0.01,0.035,0.055,27.982334
