processes,throughput_jps,cold_start_ms,avg_cpu_s,avg_rss_mb,p50_lat,p90_lat,p99_lat,duration
1,167.36,865,85.99,224.80,15.605,30.234,33.476,59.752132
2,310.97,862,159.21,441.30,1.595,3.517,4.067,32.157897
4,356.86,969,158.64,1060.88,0.011,0.037,0.06,28.022134
8,356.14,796,172.40,2166.05,0.01,0.032,0.052,28.078727
