processes,throughput_jps,cold_start_ms,avg_cpu_s,avg_rss_mb,p50_lat,p90_lat,p99_lat,duration
1,168.06,868,85.38,228.95,15.463,29.566,33.178,59.504133
2,309.62,858,162.27,441.97,2.016,4.257,4.905,32.29762
4,360.22,879,167.27,1017.84,0.012,0.04,0.057,27.760668
8,352.79,874,176.49,2161.61,0.011,0.032,0.049,28.345846
